mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.16011810302734375,0.0013670289963405708,1.706413173675537,0.017515051311572636,manhattan,49,0.2818506315697036,0.26139256611195005,0.2682659495088079,0.24092143459604398,0.23349250621094741,0.2571846175994906,0.017746674371258618,26
0.16449904441833496,0.007949712363978964,1.665481948852539,0.014498763113642609,manhattan,47,0.27933997799003063,0.26315490891054727,0.2764729184049819,0.24056120221158372,0.22394193906871585,0.25669418931717186,0.021348320476775436,27
0.16380138397216798,0.006673492723160611,1.7787390232086182,0.020787141556280708,manhattan,55,0.2756779354683643,0.2761987696574607,0.26638004976688656,0.23371899233114435,0.22908014982859548,0.25621117941049026,0.02060997586320131,28
0.16456260681152343,0.004081956413490094,1.6477736473083495,0.02409419455199452,manhattan,45,0.280588006291869,0.2624004553579036,0.2751669770291022,0.241364589065016,0.22153003384981496,0.25621001231874113,0.02197754392279662,29
0.16479854583740233,0.0070266793210360685,1.7319961071014405,0.027577427746554247,manhattan,51,0.27584788037316654,0.2623973672042009,0.2696839417813841,0.23899118461819047,0.23316717707850076,0.25601751021108854,0.016927793685822052,30
0.16392664909362792,0.005387994686706478,1.7390194416046143,0.016766548127853033,manhattan,53,0.27749222913709704,0.264048366905408,0.2678419570146483,0.23731415189705674,0.23274995906710017,0.255889332804262,0.01764419539468463,31
0.16253986358642578,0.00485479368727143,1.1763997554779053,0.01989320645104521,euclidean,17,0.2950888487754151,0.22078640443809894,0.27459292876574093,0.23863117969360426,0.24695898365944757,0.2552116690664613,0.0264346022405273,32
0.16280641555786132,0.0026093026372220928,1.7921647071838378,0.019114838033680703,manhattan,57,0.27534556159238177,0.27022132640573027,0.2615009259980755,0.23326585195216476,0.2277976124484643,0.2536262556793633,0.019446335929775526,33
0.16274428367614746,0.0019733442055882033,1.8395687580108642,0.03151452618333238,manhattan,59,0.27514376395562146,0.2668416446262174,0.25936459589046534,0.23248012312604838,0.22663416829377925,0.2520928591784264,0.019154912660003257,34
0.16319127082824708,0.0013697557625797657,1.8823660850524901,0.03021415388632012,manhattan,61,0.2735785332979226,0.26547320235149485,0.25930879474619317,0.23402268064600162,0.22245967066653038,0.2509685763416285,0.01944774874378065,35
0.17509303092956544,0.0243574118424324,1.2983778476715089,0.025137954910522474,euclidean,23,0.2943997752273315,0.2123717637914193,0.256349971531872,0.22856560194487552,0.2611084601100566,0.25055911452111096,0.02831541841338583,36
0.16280946731567383,0.0032424242229809374,1.616013765335083,0.014723723913223099,manhattan,43,0.2790130301333543,0.24187528403761338,0.26531398654374194,0.24179361072956151,0.22298265849071663,0.2501957139869976,0.019694543194062546,37
0.15860185623168946,0.0010662292600307896,1.9106076240539551,0.011780508924527769,manhattan,63,0.26898157813145085,0.2659327967938102,0.2594021706997034,0.23205427721065341,0.22068485759183953,0.2494111360854915,0.019402308487359608,38
0.16119842529296874,0.001721670249488138,1.5485586643218994,0.03939687368864895,manhattan,37,0.27671689613094763,0.25092768392712983,0.25572501052454955,0.2305255730454111,0.224668641116747,0.24771276094895703,0.018666561641316817,39
0.1790398597717285,0.0322245777194252,2.026547002792358,0.09385543729968128,manhattan,65,0.26169710027561854,0.2635910895615198,0.2640610716127544,0.22588612543927844,0.2216940497890586,0.2473858873356459,0.01932765605959999,40
0.17186169624328612,0.013755250933514368,1.950460386276245,0.02529247437109825,manhattan,67,0.2660797347723013,0.2626858072963264,0.2604487172734622,0.2268023782819395,0.220316007122203,0.24726652894924647,0.019547751975020698,41
0.16150641441345215,0.0027602843382548087,1.563289260864258,0.026386609859305514,manhattan,39,0.2759900945782726,0.24298080390423782,0.25548265494364986,0.2302659096495916,0.22695610435051128,0.24633511348525264,0.017933834604357032,42
0.1773709774017334,0.004970567991679117,1.9837850093841554,0.045616441227613394,manhattan,69,0.2662384038875062,0.2583778704173125,0.26131185692661774,0.2247255945057004,0.21674078104847838,0.24547890135712302,0.020516345358439176,43
0.1805811882019043,0.007512686217031893,1.9983596801757812,0.014290788122745807,manhattan,71,0.26454382877271143,0.2576155205267582,0.2587568147947108,0.22421884523485192,0.21733686637426364,0.2444943751406592,0.019627478836725616,44
0.16168041229248048,0.0023907528195593244,1.5857273578643798,0.027837770282338973,manhattan,41,0.2725810826976015,0.24307694796353974,0.24759328176730866,0.22828976558540748,0.22417199043032165,0.2431426136888358,0.01712850174132149,45
0.1854032516479492,0.006709707915711987,2.042565107345581,0.028122054846736064,manhattan,73,0.26458857159370464,0.2531634974110212,0.25887389462018306,0.22234836736946129,0.21646206288799374,0.2430872787764728,0.019758833882779818,46
0.18103013038635254,0.009162118653218329,2.0481404781341555,0.03105882083933285,manhattan,75,0.2647360116894565,0.25430151349304553,0.2566721721950611,0.21905860176743608,0.2150239104505417,0.24195844191910817,0.020676240584590087,47
0.006005859375,0.000014328619402378613,13.445214748382568,0.26887956050737,cosine,9,0.20661341669705102,0.22808989578410044,0.2797232109819573,0.2438688983720123,0.24732461815981766,0.24112400799898773,0.024069688214376935,48
0.1847978115081787,0.008685825282639534,2.0927587509155274,0.030744068150410295,manhattan,79,0.2581255950976944,0.24965200621541683,0.26328461979845597,0.21474740597556863,0.21502740572677626,0.2401674065627824,0.02109528755764252,49
0.1863406181335449,0.005355741970940904,2.0511883735656737,0.026851308725724665,manhattan,77,0.2585382371498831,0.2500195796575877,0.2616492600153091,0.21421168413016167,0.2153148593592562,0.23994672406243955,0.020914721535697067,50
0.17571406364440917,0.008491747662387538,2.146112632751465,0.035693966168160646,manhattan,83,0.25200740338053174,0.24740692776383277,0.26761659041612473,0.21430680814524683,0.21294879963792035,0.23885730586873127,0.021666080311767456,51
0.1703549861907959,0.006758710752645769,2.1671379089355467,0.0329730598621689,manhattan,81,0.25317486677862655,0.24615307272260645,0.2648441961244071,0.214610855575595,0.21349450692065386,0.2384554996243778,0.02080333584098148,52
0.1686326026916504,0.010205018966906667,2.1963775634765623,0.047054744636654974,manhattan,85,0.2514084634567888,0.24508816457679627,0.2668836143604809,0.21584879320237293,0.21222510411338735,0.23829082794196524,0.021066041222605598,53
0.16210508346557617,0.003294129170641995,1.3130752086639403,0.017665768314636666,euclidean,25,0.2703070687156547,0.19764938115219655,0.2613808054641047,0.2150201813032887,0.2438444111392748,0.23764036955490386,0.027496049655041193,54
0.17198877334594725,0.010881314350649419,2.2621738433837892,0.038007966727119424,manhattan,91,0.2514189513923606,0.23982820776738978,0.2691583585231596,0.21490524304470704,0.20974523563583225,0.23701119927268985,0.022275837940136326,55
0.16872787475585938,0.009300462267977112,2.2263321399688722,0.04448853626214412,manhattan,89,0.2521055218825925,0.24037791914681106,0.2671773530786308,0.2153275212372946,0.20914620241101378,0.23682690355126854,0.02188899418376977,56
0.17648539543151856,0.017021673136892027,2.2088766574859617,0.04000852855201973,manhattan,87,0.25000691868205993,0.23952136621482556,0.2658461330487124,0.21562172876074515,0.2099601886721485,0.23619126707569832,0.02094062198773337,57
0.1654186725616455,0.0074589442381968385,2.279991340637207,0.03488493175878362,manhattan,93,0.2505033989087998,0.2375838255934224,0.26886897045441793,0.21311740878815355,0.210318123424293,0.23607834543381734,0.02225474051583111,58
0.17199044227600097,0.008839614384893479,2.2853685855865478,0.024028676814584163,manhattan,95,0.24561097376090724,0.24081751394914552,0.2673862291886038,0.20953201466807536,0.2058007258279141,0.23382949147892917,0.023193402129977444,59
0.1690221309661865,0.00897346256755616,2.3070590019226076,0.0255530166571093,manhattan,97,0.24212078622629674,0.23779194499232748,0.2672138359978772,0.20808576863452832,0.2060249991240687,0.2322474669950197,0.022900987398170224,60
0.006598758697509766,0.0004900208976739688,13.777429485321045,0.2985154222225496,cosine,13,0.2306474161200862,0.20872335946565157,0.28258161962737294,0.20659281287420816,0.2266822822004131,0.2310454980575464,0.02746408430039502,61
0.1604299545288086,0.001507306008240799,2.350387763977051,0.019746765896138663,manhattan,99,0.2429955982366565,0.23408264120857403,0.26626981620835,0.20725001275794253,0.20164741932108932,0.23044909754652246,0.023754895950900225,62
0.006198358535766601,0.00040081212122378373,13.827270603179931,0.21413589996375382,cosine,11,0.20468133798081167,0.21222956261824655,0.2870545854748202,0.18811645784857678,0.2378893126388989,0.22599425131227086,0.034491422293672934,63
0.00645914077758789,0.00044450479063379945,12.81954665184021,0.3199037729331967,cosine,3,0.26804449403343045,0.28327513126287807,0.031659770192346115,0.2285195023683948,0.31140298184722703,0.22458037594085528,0.1001061892188834,64
0.006621074676513672,0.0005119629694796367,13.977568054199219,0.18781688387528903,cosine,15,0.2247055634542331,0.20751566962988865,0.2800119998289412,0.18313541753828078,0.2250889021543454,0.22409151052113785,0.031876740828294316,65
0.1678750991821289,0.0042039368566178,1.3937509536743165,0.05123279581003646,euclidean,27,0.2612196444100523,0.18350902231994337,0.2649860725928159,0.1820334092779009,0.22590660857603628,0.22353095143534976,0.03596778895178169,66
0.006601572036743164,0.0004835757002188053,12.489978647232055,0.23056287264899517,cosine,5,0.2806721514429594,0.08025760462746467,0.27662278606217605,0.17240211546374185,0.28560343207608263,0.21911161793448491,0.08121651276142168,67
0.006406736373901367,0.0004835150980099025,13.389791011810303,0.536599037690666,cosine,7,0.2349119027118458,0.06771428647796374,0.2788393372688205,0.2412414316698669,0.2594929328625446,0.21643997819820832,0.07592482121804724,68
0.1616453170776367,0.0008534209287622368,1.3963930130004882,0.04271137379878363,euclidean,29,0.25543697462950554,0.17604417114346216,0.24833467924977803,0.17397048517643854,0.21022337642732347,0.21280193732530153,0.034484739180034724,69
0.16292600631713866,0.003155527585953802,1.4306073188781738,0.02396888302872182,euclidean,33,0.24604752013204545,0.19267931285918627,0.2391273845167139,0.18802009738384307,0.18893115411087835,0.21096109380053338,0.02596238940903883,70
0.16565203666687012,0.005828202800899572,1.4778668880462646,0.02832310009628972,euclidean,35,0.22390781229606027,0.18206679250249236,0.2353558030627736,0.19876508360487444,0.19876644062888416,0.207772386419017,0.019205275130225897,71
0.006671619415283203,0.0005688715940141192,13.997263765335083,0.23314151521789106,cosine,17,0.2011705869979865,0.17140745095087773,0.23682642628707096,0.19925643338636922,0.21053385868240992,0.20383895126094287,0.021037666906070188,72
0.1628127098083496,0.002735257615812374,1.758157444000244,0.024715933710578175,euclidean,57,0.22971492061911136,0.21644866265467022,0.2217696234182973,0.17461815124160418,0.17506467166192163,0.20352320591912093,0.023796619340910256,73
0.16064896583557128,0.001627954214266771,1.7233839511871338,0.017983836918531223,euclidean,55,0.22920647183438836,0.21510063125514522,0.21551002086106053,0.17545908553341028,0.17631495210959003,0.20231823231871887,0.02217194073344526,74
0.16084041595458984,0.0016245789747543276,1.408242416381836,0.02055870658167418,euclidean,31,0.2421333354711367,0.16869844802097356,0.2316160292595253,0.171752080191941,0.19414820858158344,0.20166962030503202,0.03024178796576191,75
0.16799674034118653,0.01044734621475709,1.8026299476623535,0.024055580986952547,euclidean,59,0.2262806039922194,0.21561189396583624,0.21546674330472426,0.1728022727802978,0.17292929478379448,0.20061816176537445,0.022996740442200833,76
0.162060546875,0.0014852709957027597,1.5180111885070802,0.035521860582884694,euclidean,37,0.2272664863284466,0.1867897491653907,0.2261135397449433,0.17826908594325996,0.18064157496793665,0.19981608722999544,0.02212103563467126,77
0.1694242000579834,0.006256844529382822,1.5888096332550048,0.03564496658980514,euclidean,39,0.23328848607000585,0.1936578155394142,0.21800233074649833,0.17707240909662159,0.17250455262991438,0.19890511881649087,0.023444021615564196,78
0.16218881607055663,0.0007551030154585773,1.8282150745391845,0.028101135341648296,euclidean,61,0.2235231130712665,0.21450909561591291,0.2115123640471991,0.16321246329798555,0.17183719477800297,0.1969188461620734,0.024476046003469955,79
0.16144466400146484,0.003318577104153901,1.5645412921905517,0.02053918147053881,euclidean,41,0.22109116486687785,0.20351510102577552,0.20950807491617196,0.17188924671696004,0.1780268944489043,0.19680609639493793,0.018812885880598762,80
0.16079840660095215,0.0009782888522065973,1.8829771518707275,0.019846941304554135,euclidean,65,0.21765645795433952,0.21090320346154667,0.2234558768788868,0.16020223914864384,0.16769071646379752,0.19598169878144286,0.026562478654537914,81
0.007197904586791992,0.0004001805786976462,13.80766396522522,0.3224326935270228,cosine,19,0.20275049463383066,0.1290176106137566,0.2448013973395492,0.20119439723104515,0.20099071729651663,0.19575092342293965,0.03732389281413638,82
0.1652906894683838,0.002697676790795821,1.8334352016448974,0.019280640552343898,euclidean,63,0.22082572217422958,0.2118551573798615,0.20962215273347384,0.16143032924876788,0.17316122453829996,0.19537891721492656,0.02352874252235028,83
0.16231861114501953,0.0019367061814506074,1.909951877593994,0.02489762609283917,euclidean,67,0.21848106903233533,0.20505720628967172,0.22124228421736636,0.15960129778516963,0.1689901863166211,0.19467440872823283,0.025574260341821857,84
0.16763701438903808,0.008984151586096533,1.9375558853149415,0.01948310797397843,euclidean,69,0.2115983328320753,0.20440809687079253,0.22095982513071577,0.16789793618947424,0.16824250454602674,0.1946213391138169,0.02230559555706815,85
0.16223521232604982,0.0022843787000564227,1.6913609027862548,0.02314508454222633,euclidean,51,0.2334420653234326,0.19386431130446125,0.19320684705926783,0.1689927630966518,0.18184519897054907,0.1942702371508725,0.021582678077590726,86
0.1672461986541748,0.01106420857012475,1.9678671836853028,0.01790670827858988,euclidean,71,0.21090887268311764,0.20565601146473156,0.21837576337839537,0.16633264755822752,0.16756594454749918,0.19376784792639426,0.022270710023868125,87
0.16210432052612306,0.0032823288576025143,1.7179947376251221,0.0422968982359764,euclidean,53,0.23030783658711074,0.19456685448555133,0.20531707456600723,0.16056993196361002,0.1771265351102712,0.1935776465425101,0.023866494725719566,88
0.16020703315734863,0.0013108639158095892,1.6725719451904297,0.03593563940368059,euclidean,49,0.22405537795851538,0.19440903760205863,0.1977079013783848,0.16897592362310965,0.1823660711757259,0.19350286234755887,0.01831697877816253,89
0.16338787078857422,0.004309937172795001,1.6464740753173828,0.03753124510591041,euclidean,47,0.2241433966012476,0.19013271303253576,0.1989476632913233,0.16748743182094938,0.18293132434176484,0.19272850581756418,0.018790465689755037,90
0.1692375659942627,0.00829716178976746,1.9830685138702393,0.046211167195544495,euclidean,73,0.2078806036902514,0.20568884025428358,0.21761554866606936,0.16610180536752384,0.16632534105292662,0.19272242780621096,0.02201376543043969,91
0.1617382526397705,0.0015446514893305678,1.5840928077697753,0.01591234779204628,euclidean,43,0.22847003935850085,0.19552116642311046,0.19389120653172764,0.1683602776190698,0.17699409694827162,0.19264735737613609,0.020629868098069003,92
0.16972646713256836,0.00918006449733374,1.6492074966430663,0.030442375370521208,euclidean,45,0.2253611689195254,0.18869707089230225,0.20168256131031614,0.16976815923450705,0.1758302146114158,0.19226783499361333,0.019864475584881178,93
0.17269811630249024,0.011726347046848138,1.9935543537139893,0.016100113370493184,euclidean,75,0.20445276794300105,0.20280719526329183,0.21628305369203094,0.16586953780135005,0.1695235922176016,0.1917872293834551,0.020244985553714862,94
0.17837252616882324,0.010616131748861276,2.01086802482605,0.03420047235422103,euclidean,77,0.2030917316367571,0.19945017273008048,0.21649569543354563,0.16486565091431415,0.16381433213527463,0.1895435165699944,0.021349959710771884,95
0.16822419166564942,0.012095175247963061,2.041243648529053,0.01965378913851003,euclidean,79,0.20391110966828174,0.19902519566211097,0.2180136978415701,0.16465937331982794,0.1579219092452756,0.18870625714741326,0.023334621530550798,96
0.17249660491943358,0.00891792134088282,2.070250129699707,0.02423143538129666,euclidean,83,0.20004158846700393,0.20160863355530678,0.2165024659616136,0.16512579439258768,0.15147460723603046,0.1869506179225085,0.024472077602663227,97
0.18191237449645997,0.014856850630960112,2.069614553451538,0.04350888144027636,euclidean,81,0.2013382658515781,0.20018673210572924,0.2176411689802713,0.1643391548957609,0.15073851256644633,0.18684876687995716,0.025086458586996454,98
0.17744169235229493,0.009191489584016709,2.1057666301727296,0.030658055742389445,euclidean,85,0.20071364181199225,0.20122400287142583,0.21616490298734414,0.16287986908041185,0.152262498972902,0.1866489831448152,0.0246123400948294,99
0.17657604217529296,0.011442491653551497,2.140353965759277,0.03032680746794634,euclidean,87,0.2002211784078619,0.20140677792230877,0.2156198989551774,0.1613100585676318,0.15415065238399228,0.18654171324739444,0.02424646786918686,100
0.17916493415832518,0.012422865785077704,2.144779825210571,0.021905835683948546,euclidean,89,0.19660093717838234,0.20116577643006495,0.21771996915343672,0.15964384093549577,0.15444532813003575,0.1859151703654831,0.024652973629977374,101
0.17282524108886718,0.01004392799357063,2.1890470027923583,0.030710306845746826,euclidean,91,0.19622662494764642,0.19841188658198816,0.21862840846293807,0.16050788864159815,0.15543452653641288,0.18584186703411673,0.024113161155502633,102
0.16880412101745607,0.010425150374531155,2.2165771961212157,0.027008489100262403,euclidean,93,0.19595033114013116,0.19935915664132464,0.21696378206111633,0.15844174145275236,0.1559113685480057,0.18532527596866605,0.024077952777230092,103
0.17215886116027831,0.008580157163060638,2.220136308670044,0.03653805906259723,euclidean,95,0.19566549587829707,0.19714239033192693,0.2162948212486513,0.1582616794963121,0.15347926067591522,0.18416872952622051,0.024271777933146287,104
0.1614138126373291,0.002953146595459697,2.26707181930542,0.03237446015502464,euclidean,97,0.19485412595475127,0.1935907128308687,0.21602185159210652,0.16114285059334743,0.1540230044833104,0.18392650909087688,0.023048797525553198,105
0.1652308464050293,0.0068249966617489576,2.268517589569092,0.038488647707743386,euclidean,99,0.19363362455198474,0.1932971346881639,0.2151970930599113,0.16045662888560452,0.15426224301228353,0.1833693448395896,0.02275582534315598,106
0.006798696517944336,0.0004001653512459309,14.013411331176759,0.22036826558969388,cosine,21,0.17251596119440005,0.10743679294048025,0.24044899360335015,0.19872262962198683,0.18843479381965855,0.18151183423597517,0.04332612393515313,107
0.006810903549194336,0.00038254327512465163,13.930328273773194,0.21987293436881541,cosine,41,0.17815795688723945,0.19513202287999465,0.20711626279775452,0.16461398088130763,0.14638067085825712,0.1782801788609107,0.021540022747880992,108
0.006404972076416016,0.0004949908851293867,13.521795654296875,0.4675376849235914,cosine,43,0.1866754827904048,0.1979331593667999,0.18432626026311139,0.16395559361222167,0.1553296499493133,0.1776440291963702,0.015640798950475827,109
0.00680074691772461,0.0007487398668493008,14.004926919937134,0.24307241156026468,cosine,23,0.1675230165846936,0.11627279486119524,0.24204089446810184,0.1613087689178293,0.1898715398860601,0.175403402943576,0.041005049135307316,110
0.006394815444946289,0.0008011217109538601,13.146252918243409,0.2527740992803347,cosine,61,0.1963942263309275,0.1999769372579593,0.17529108147084982,0.1656875207446975,0.1373032160200306,0.17493059636489294,0.022756936311813792,111
0.0060008525848388675,1.072618663711738e-6,12.68122181892395,0.4056857015667066,cosine,71,0.19047885108466367,0.19099672765017062,0.19151140942368994,0.1548957752170418,0.1453324773991047,0.17464304815493414,0.020257450214039813,112
0.006601572036743164,0.0004939032696380654,13.15977702140808,0.23693135949983476,cosine,63,0.19498707788051095,0.19744510453296915,0.17562169111887171,0.16619683303563293,0.1387312403449028,0.17459638938257752,0.02142781681559769,113
0.00620269775390625,0.00039864399208105875,13.117427253723145,0.22641966549586,cosine,49,0.18031121151677032,0.20517340436521514,0.1722746714472425,0.16318279855222495,0.151346409468594,0.17445769907000938,0.018131402913588928,114
0.006279945373535156,0.00039484356848886663,12.826047372817992,0.2915740783881657,cosine,65,0.19297226037206294,0.19808354459755972,0.17504313055211285,0.16546358016529983,0.1382397541366629,0.17396045396473964,0.02141359256973386,115
0.006198596954345703,0.00039914566847303436,13.103090476989745,0.24337480530817998,cosine,53,0.19549406527039048,0.19446095194042023,0.16911963507616434,0.1617756354106742,0.14831477205763155,0.17383301195105616,0.018512103915911533,116
0.005998659133911133,1.8056961277734268e-6,12.483460187911987,0.2378594628770786,cosine,73,0.18919529658820367,0.189010002849201,0.19305153923127594,0.1543038905768218,0.14277622699035275,0.17366739124717104,0.020887632491370746,117
0.006197786331176758,0.0004021731941752652,13.143005323410033,0.2743667032762618,cosine,45,0.17518359259090033,0.19655835341105354,0.1747919546909128,0.1664429849881598,0.15469346504891068,0.17353407014598743,0.013708921962241924,118
0.0061951160430908205,0.00040029252245361163,13.127681493759155,0.23685850581620801,cosine,59,0.19568551769449216,0.1987376598997448,0.17318143813206932,0.1622337606728107,0.13675993194170366,0.17331966166816412,0.02282908799837443,119
0.006399726867675782,0.0004910784189140169,13.11375904083252,0.27060224063976684,cosine,57,0.1963998214494861,0.19863624832649185,0.16815904392674397,0.160809851018346,0.14042900612194198,0.17288679416860198,0.022079895943716222,120
0.006197881698608398,0.0003965270236832873,12.500187253952026,0.2563773036110111,cosine,75,0.18743971872618093,0.18654131956262865,0.19348438525855427,0.15188453129782697,0.14424808080103002,0.17271960712924417,0.020413846414314075,121
0.006399297714233398,0.0004890927494848643,13.108770179748536,0.24504055354651247,cosine,55,0.19142052274132815,0.19687773802329456,0.169119952019662,0.15965286245255672,0.14634404638563014,0.1726830243244943,0.019040485179795685,122
0.006270265579223633,0.00038694736325650165,12.595852947235107,0.3692704635335329,cosine,67,0.1905778837380221,0.19824309654400296,0.17552549353285263,0.1582027652702498,0.13970670627999981,0.17245118907302545,0.02134698869924024,123
0.006438922882080078,0.0004616281289478639,12.665950632095337,0.324582572004787,cosine,69,0.19062139028612113,0.1937464167541667,0.17480936562011384,0.15722623574861483,0.14527665968310854,0.17233601361842502,0.01875842133608526,124
0.0070002079010009766,9.74312626919868e-6,13.356331205368042,0.17375080496744708,cosine,37,0.17238170614853943,0.1552111799684709,0.2007450635337018,0.16164214352969464,0.16821427902967534,0.17163887444201642,0.015679627997965493,125
0.006303739547729492,0.0003997920975046745,12.64997935295105,0.26747884364627506,cosine,77,0.18701800659161882,0.18673941040791486,0.18667226382332625,0.1502937346132942,0.1437164631707466,0.17088797572138015,0.0196112390709449,126
0.006399202346801758,0.0004917952308088657,13.974943399429321,0.19941381918193193,cosine,39,0.180255391357941,0.17041265149489349,0.19292164055274963,0.16389530349630554,0.14545817313226106,0.17058863200683014,0.01592847190411681,127
0.006200838088989258,0.000406006565024565,13.121020746231078,0.2347936751961812,cosine,51,0.18288998622859065,0.19665819978250298,0.16996558216305024,0.15516280160095053,0.14554357952580899,0.1700440298601807,0.018412288346671347,128
