mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
17.784739351272584,0.037109338024514694,0.9399143695831299,0.013688822890604585,log2,1,2,200,,log2,1,2,200,0.9475299793522347,0.9418522524941434,0.9453252542377386,0.9373519566340639,0.9461985444533417,0.9436515974343045,0.0036675067536551674,1,0.9901734877630998,0.9905205178545076,0.9900858663900639,0.9905254876331089,0.9901919728410568,0.9902994664963674,0.00018601063935707923
17.99425082206726,0.1034166513763737,0.9503836631774902,0.02226876502235936,sqrt,1,2,200,,sqrt,1,2,200,0.9475118859249597,0.9410574961597686,0.9450438840446396,0.9374780001347631,0.9462714478973683,0.9434725428322999,0.003698277111633928,2,0.9900952889934506,0.9904470013114126,0.9900748460306783,0.990473885770704,0.9901622998102713,0.9902506643833033,0.0001739183025396186
8.614084720611572,0.21543957246002873,0.5046478271484375,0.08404677837925667,log2,1,2,100,,log2,1,2,100,0.9472037522697696,0.9407038056641023,0.9455029521923968,0.9371195969108181,0.9460895228946277,0.9433239259863428,0.0038159785962652536,3,0.9899847714557448,0.9901740691209139,0.9899616073836514,0.990257848410867,0.9899616190160505,0.9900679830774456,0.000123980941460124
9.274154758453369,0.11098801777202731,0.5144935131072998,0.04471052826735309,sqrt,1,2,100,,sqrt,1,2,100,0.9474704993665005,0.9404810043120791,0.9453386346305729,0.9372228514839516,0.9459337056812238,0.9432893390948657,0.0038304935514473174,4,0.98997511479181,0.9902177602141382,0.9900092168375162,0.9903714075444489,0.9899343066246556,0.9901015612025137,0.0001666190438691907
15.83212389945984,0.05115003112020565,0.8299389839172363,0.0165858180984269,log2,1,2,200,20,log2,1,2,200,0.9463899069661911,0.9402255382373305,0.9441719065123882,0.9361288374292547,0.944902690952433,0.9423637760195195,0.0037248268510929054,5,0.9850742538013653,0.9856935738425276,0.9849251891623243,0.9857534344610572,0.9850321284319488,0.9852957159398447,0.0003531603322420543
15.787691164016724,0.04464147537249768,0.7932624340057373,0.013496823226854767,sqrt,1,2,200,20,sqrt,1,2,200,0.9462235023864165,0.939735866164975,0.9441359305412201,0.9361459297337467,0.9446692265405998,0.9421820910733917,0.003708250178186941,6,0.9849910324603354,0.9855751461687348,0.9849242206010242,0.9856785371009784,0.98505918695315,0.9852456246568446,0.00031587161381307454
7.967700481414795,0.10652818940746271,0.4059768199920654,0.007215618811140689,log2,1,2,100,20,log2,1,2,100,0.9456470195927866,0.9397791774553184,0.9444592962124363,0.9360352194568551,0.9440754323433806,0.9419992290121554,0.0035823725633540317,7,0.9846606882273445,0.9854028657875541,0.9847684366890246,0.9853473437342196,0.9848573521022437,0.9850073373080772,0.0003071748039214443
7.822844839096069,0.04884350817975707,0.3972731113433838,0.00804573089469621,sqrt,1,2,100,20,sqrt,1,2,100,0.9461718106728384,0.9390196756472612,0.9439898772058543,0.9360653099529981,0.9445821033586544,0.9419657553675214,0.0037981018697871944,8,0.9847092186467689,0.9854165961515355,0.9846587426789037,0.9853589451009445,0.9849949817439764,0.9850276968644257,0.00031609931823823814
16.12885971069336,0.065546408247205,0.8365576267242432,0.011054537064160423,sqrt,1,5,200,,sqrt,1,5,200,0.9458959059617846,0.939081657195129,0.9438229156322081,0.9354501396549333,0.9441456981425489,0.9416792633173209,0.00384728892475454,9,0.9827060527349061,0.9832385017718998,0.9827104936032933,0.9834135882297272,0.9828137230707509,0.9829764718821155,0.0002932877426941176
16.396097707748414,0.0353061382776702,0.8406867980957031,0.004829320266045144,log2,1,5,200,,log2,1,5,200,0.9458347260699113,0.9398340803879295,0.9433918493393534,0.9354115818729809,0.943920526510779,0.941678552836191,0.0036854473400145314,10,0.9827880442343893,0.983230618497367,0.9827357581202177,0.9833081998687695,0.9827447923116248,0.9829614826064736,0.0002532327325719788
8.196209144592284,0.0455039496891697,0.42452144622802734,0.006753579588971749,log2,1,5,100,,log2,1,5,100,0.9452493345954622,0.9388473647903215,0.9436316466113566,0.9347067142459754,0.9439918974389124,0.9412853915364057,0.0039437520449116525,11,0.9825397305195898,0.9829118739270355,0.9825835935507073,0.9831920109095038,0.9825438563150277,0.9827542130443728,0.00025918628176351216
8.133546686172485,0.08981174246423103,0.4099608898162842,0.006200700859419467,sqrt,1,5,100,,sqrt,1,5,100,0.9449009234925797,0.9388275318642307,0.9435968803293587,0.9344312751959338,0.9440069007110213,0.9411527023186249,0.003968718100037618,12,0.9824425782437383,0.9829424104356604,0.9824482838477291,0.9829216808280126,0.9825314978137946,0.9826572902337869,0.0002266294582981358
14.819055700302124,0.033226401392536194,0.740635871887207,0.010906015558202633,sqrt,1,5,200,20,sqrt,1,5,200,0.9442310862476695,0.9377684597036435,0.9423562144709148,0.9340658499178891,0.9424702649843605,0.9401783750648957,0.003730706837410862,13,0.9786596757826315,0.9791439059064981,0.9783513797623806,0.979257263227012,0.978616246450066,0.9788056942257176,0.00034114958037911907
15.02416558265686,0.03889012008151007,0.7400821208953857,0.014601972148525008,log2,1,5,200,20,log2,1,5,200,0.9442569893489883,0.9374923083112657,0.9423191119525016,0.9337658521880912,0.9424813613241751,0.9400631246250043,0.0038675725084815846,14,0.9785326276556211,0.9791260522091835,0.9784778473021108,0.9792735139408862,0.9786279289811812,0.9788075940177965,0.0003271439794979657
7.512477779388428,0.123761854250296,0.36850786209106445,0.004366477870489254,sqrt,1,5,100,20,sqrt,1,5,100,0.9441830254492561,0.9376395404967388,0.9422325858505516,0.9331361930469888,0.9413987834543134,0.9397180256595696,0.003917264452464348,15,0.978422415486069,0.9790874182315222,0.9783295735021501,0.9792413902226639,0.9782247855714445,0.9786611166027701,0.00041850552498193835
