mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.213633394241333,0.0056843078361384185,0.31296191215515134,0.01629423634322093,euclidean,1,0.8701783314402716,0.8666890881825215,0.8560392392476976,0.8569973492812183,0.8601882248261504,0.8620184465955718,0.005526493716396493,16,0.9952592568315509,0.9953741968934866,0.9949359072216498,0.9954693223510759,0.9952487803647002,0.9952574927324926,0.0001799932813660019
0.22037229537963868,0.012583430518600345,0.44766736030578613,0.031210289351161005,euclidean,5,0.8677680118936102,0.8587202931160034,0.860076282350235,0.8608319123510162,0.8616366402189438,0.8618066279859617,0.0031316648432714576,17,0.912687235840259,0.9146210137723223,0.9141396227171895,0.9152062913572735,0.9143458951179837,0.9142000117610056,0.0008370497113367499
0.2065950393676758,0.015816098120810407,0.7504377365112305,0.06645123020791743,manhattan,13,0.8658923208473426,0.8591852372296983,0.8590513527998458,0.8614718081425148,0.8592914391569617,0.8609784316352727,0.0026139950345173426,18,0.8818701643619002,0.8837897759533999,0.8835593978555396,0.8835312400057481,0.883189947936294,0.8831881052225764,0.000686233032559408
0.19678254127502443,0.00810178001041903,0.7557218551635743,0.057657356219227254,manhattan,14,0.8638850027317884,0.8568201262916434,0.8572589340873578,0.8594096144676369,0.8575303321222645,0.8589808019401382,0.0026066175953354453,19,0.8789067305515904,0.8804407852043359,0.8805660663026389,0.8802445993582182,0.880288527680972,0.880089341819551,0.000602184026240293
0.2043672561645508,0.007490982122835463,0.45272173881530764,0.03610336311609201,euclidean,6,0.8630704574103178,0.8547742545524089,0.8568641171680661,0.8595575798195078,0.8582095168424331,0.8584951851585467,0.00278025582799715,20,0.9032997897913434,0.9047336309560975,0.9039741944529144,0.9057486398971943,0.90407402888482,0.904366056796474,0.0008273340941766617
0.19212241172790528,0.003122808203330529,0.7554259300231934,0.06242114855490251,manhattan,15,0.8619686470867235,0.8549363870281889,0.8554179202196167,0.8573784999757127,0.8558601614536632,0.8571123231527811,0.002562355966348437,21,0.8759833600577861,0.8777780997422946,0.8776580703063387,0.8775288199355631,0.877387308254426,0.8772671316592817,0.0006549678007949408
0.20223827362060548,0.011265023136185647,0.8012757778167725,0.055507825752415536,manhattan,16,0.8608577259670558,0.8525625860516031,0.8539045654844456,0.8552880735411318,0.8541669836082662,0.8553559869305005,0.002884343469123926,22,0.8733354300184697,0.8750527687287661,0.8749780013899743,0.8748446864833506,0.8747256122750062,0.8745872997791133,0.0006359033340803324
0.19856877326965333,0.0027540994641881873,0.48383207321166993,0.026206407388427957,euclidean,7,0.8594090327279227,0.8516748514350425,0.8535980765696352,0.8567914796781252,0.8540742266973712,0.8551095334216192,0.002700668053362933,23,0.8947618278469343,0.896517315878638,0.8958432876696711,0.8972300303423354,0.8961867709981605,0.8961078465471479,0.0008142417839384827
0.20691566467285155,0.013407399248597568,0.8360537052154541,0.0703517874669713,manhattan,17,0.8593757122513366,0.8508517887724059,0.8527936629663868,0.853793616918722,0.8526985456965773,0.8539026653210856,0.0028966799016434345,24,0.8706182096192657,0.8725722033406951,0.8725060288785796,0.8723578860207655,0.872199765384545,0.8720508186487702,0.0007277228157418962
0.19985661506652833,0.011250919102837747,0.8558244228363037,0.03292441286436958,manhattan,18,0.8576730349939288,0.8488110934706483,0.8513296730924939,0.851934670594432,0.8509969392436382,0.8521490822790282,0.0029563849627811598,25,0.8683039268464496,0.8702250614889614,0.8701524170039516,0.8698126631942186,0.8696905351282465,0.8696369207323655,0.0006960285298493622
0.20046625137329102,0.010695951755435112,0.49063525199890134,0.0424610689663728,euclidean,8,0.8555258975270261,0.8489877810130253,0.8505039195512512,0.8536423545398677,0.8510623138737113,0.8519444533009765,0.0023368709777351645,26,0.8875929560407818,0.8897045128058735,0.8892562144665238,0.8896915002976402,0.8888296509931118,0.8890149669207862,0.0007807468542188798
0.1990189552307129,0.008514239195482118,0.8519673347473145,0.09656034173019193,manhattan,19,0.8562439207521765,0.8463075544049415,0.8494165998741763,0.8504115808792112,0.8497910117743803,0.8504341335369773,0.0032320820471540084,27,0.865957531504086,0.867935727498413,0.8677056769711134,0.8678319253535998,0.8672947346645792,0.8673451191983583,0.0007271503991484162
0.191010046005249,0.0027548900855195145,0.8861758708953857,0.08544084812453343,manhattan,20,0.8548479056901328,0.8444096404727213,0.8481034445188032,0.8488172637348601,0.8483148707701408,0.8488986250373316,0.0033622796870621885,28,0.8636891053439818,0.8658880675747989,0.8656481824249747,0.8655954506095874,0.8651961853816972,0.865203398267008,0.0007891064731673001
0.2110915184020996,0.01715007390913097,0.546746826171875,0.05069879927973885,euclidean,9,0.8525460584806354,0.8464173171180944,0.8470409029220253,0.8507712395890172,0.8468080317356906,0.8487167099690927,0.0024748168143475546,29,0.8813524431488705,0.8837038409063551,0.8830600071175265,0.8837330280055543,0.8822484809092374,0.8828195600175087,0.0009113456553489252
0.19766173362731934,0.012039197045165356,0.8598334312438964,0.054004880043345894,manhattan,21,0.8535750827292748,0.842900485716925,0.8469246884045328,0.8471095056955513,0.8464325479177857,0.8473884620928139,0.003453197980584282,30,0.8616120831327272,0.8639974257791878,0.8635902406936856,0.8635416641912526,0.8628247996317447,0.8631132426857195,0.0008401822692378601
0.20147171020507812,0.008836915688739124,0.546994686126709,0.07183631038893308,euclidean,10,0.8501167911029429,0.8442340870214671,0.8447883492896187,0.8475751101853084,0.8438373977416486,0.8461103470681971,0.002392966916753304,31,0.8760146848701426,0.8789913233187572,0.8775809818465354,0.8780825532106321,0.8769667534897048,0.8775272593471544,0.0010056608831454119
0.19391188621520997,0.010056979491513688,1.0004209995269775,0.1994000777291131,manhattan,22,0.8519625234707493,0.8409081216398949,0.8457146727285028,0.8455108348013142,0.8450969626490854,0.8458386230579092,0.003535105924488323,32,0.8595012460495246,0.8619009186647238,0.8615297661254209,0.861512198208243,0.860934505360553,0.8610757268816931,0.000845758090877726
0.20188117027282715,0.02440886785472566,0.928507661819458,0.15281937980724833,manhattan,23,0.8507551981530692,0.8392057818195021,0.8442283181477599,0.8439270570200514,0.8435030805097372,0.8443238871300238,0.003698569845742909,33,0.8575631034655661,0.859862954234804,0.8595396638356664,0.8593917501024744,0.8592111485574673,0.8591137240391955,0.0008042368790617382
0.20038394927978515,0.008345620976800004,0.549558687210083,0.023145625647414993,euclidean,11,0.847497658154482,0.8420573193763663,0.8419791832082988,0.845198097985105,0.8408520910613223,0.8435168699571148,0.0024604478191218126,34,0.8712167808057055,0.8741282649224139,0.8726989333956084,0.8733721605653307,0.8725976930368184,0.8728027665451755,0.0009642969180528586
0.1997204303741455,0.004882250189533649,0.9564055919647216,0.03925209959919092,manhattan,24,0.8492307431727006,0.8374778852059974,0.842755115619572,0.8423391019256832,0.8420267875458742,0.8427659266939654,0.0037546200293661408,35,0.855599964706848,0.8580015423393134,0.8576436749572768,0.8574914727920742,0.8573130568673369,0.8572099423325698,0.0008362624615090083
0.1952540397644043,0.008239357508386466,0.9747631072998046,0.1218472210429167,manhattan,25,0.8479002373296464,0.8358730288042918,0.8411461547479955,0.8407650520994527,0.8406697018312174,0.8412708349625208,0.0038397398237141763,36,0.8535692947800364,0.8562180038628487,0.8556636656934166,0.8557785276699357,0.8554273435514368,0.8553313671115348,0.000917672056863345
0.21774258613586425,0.013562935444442401,0.6279210567474365,0.04758450201846034,euclidean,12,0.8450684125550986,0.8395326349242649,0.8399216016571245,0.842722098418279,0.8384162846821976,0.8411322064473928,0.0024257740641664013,37,0.8669426172882764,0.8697601930919032,0.8685974093572792,0.8690598176085188,0.8682572496221596,0.8685234573936274,0.0009372927372717898
0.19972939491271974,0.006638766302457011,1.0653759479522704,0.08214336925886463,manhattan,26,0.846694174003817,0.8344120352791478,0.8400133834931087,0.8391444060562336,0.8394677819597558,0.8399463561584126,0.003925261855291333,38,0.8517581067873384,0.854369887138848,0.8538538807770509,0.8538552052276919,0.8536458311837948,0.8534965822229449,0.0009014994492469052
0.21117329597473145,0.02227636129014437,0.607075309753418,0.03499914104823389,euclidean,13,0.8427867904682242,0.8365380126171819,0.8372329233905186,0.8402193546221103,0.8363768665982733,0.8386307895392615,0.002498391337772733,39,0.8630722900947815,0.8655116330050453,0.864681312200357,0.8654554514488177,0.8644456236729908,0.8646332620843985,0.000885627615270682
0.19920315742492675,0.009489672005592715,1.0476988315582276,0.05451205243956806,manhattan,27,0.8456230994537022,0.8331746844019297,0.8385121797779608,0.8373185662918113,0.8379817657709856,0.8385220591392779,0.004018945127473449,40,0.8500439812065145,0.8526588628260705,0.8520284049845562,0.8518974952550066,0.851933428583629,0.8517124345711554,0.0008789068419445375
0.2012167453765869,0.014833042550248837,1.0344913005828857,0.16192208581675252,manhattan,28,0.8445531647684152,0.8317222955998342,0.8369471776872488,0.8356032917745323,0.8369486692726503,0.8371549198205361,0.0041651093600952975,41,0.8482897945542103,0.8508506826046025,0.8501410380600465,0.8502006647605918,0.8501574607594815,0.8499279281477865,0.0008610974128954549
0.21702313423156738,0.010781083155660993,0.6339529037475586,0.05957829322646777,euclidean,14,0.8409431154004041,0.8343169492036813,0.8352615955033682,0.8376067207873334,0.8346830377723956,0.8365622837334366,0.0024717369301079377,42,0.8596879855875296,0.8618581396852834,0.8608650056077657,0.8619550099378628,0.8606868456104734,0.8610105972857831,0.000834931993001789
0.19534268379211425,0.009213194589198868,1.0567627906799317,0.10396935598645009,manhattan,29,0.8435241092007952,0.8305050973819441,0.8355105148040864,0.8341502765596712,0.8359511585521878,0.835928231299737,0.00425309013225599,43,0.8465812333374454,0.8492895541562187,0.8485032302708153,0.8486437265675376,0.8484168861207331,0.8482869260905499,0.0009061605259868757
0.19686617851257324,0.007945746202619373,1.0582366466522217,0.09105895535382068,manhattan,30,0.8424487690103999,0.8291153420039565,0.8341717481122273,0.8326540911675627,0.8350363534230225,0.8346852607434337,0.004377411712728071,44,0.8448927010743796,0.8475962169222722,0.8468288422052356,0.8471837874562124,0.846853397043291,0.8466709889402783,0.0009316122841518778
0.20671982765197755,0.010002190165934422,0.6534480094909668,0.05876639234603313,euclidean,15,0.8390370377201812,0.8318488120121101,0.833312449421761,0.8355680502521292,0.8330512384250377,0.8345635175662437,0.0025394193995245244,45,0.8564212747029025,0.8586912108732657,0.8576592930507914,0.8587337441717439,0.8574932773054833,0.8577997600208374,0.0008580087893123701
0.19815497398376464,0.005544088312677526,1.1589540004730225,0.08536512553363328,manhattan,31,0.8414035475480596,0.8275842655442593,0.8330604411909261,0.8311687958978876,0.8339559567837416,0.8334346013929748,0.004544803938725003,46,0.8433317107175927,0.8458435043218836,0.8452081435974697,0.8458270267927761,0.8453332545593268,0.8451087279978097,0.0009245469655719987
0.20471134185791015,0.020202920516687126,0.6560894966125488,0.08109257718915502,euclidean,16,0.8372461742962021,0.8296825071432182,0.831375729323448,0.833521982381575,0.8311552387899579,0.8325963263868802,0.0026281117875134917,47,0.8531708819415045,0.8552785435385757,0.8547964261582917,0.8555871266330436,0.8544604442359339,0.8546586845014698,0.0008388156462425169
0.2032998561859131,0.02060594962805529,1.1871604919433594,0.1508966012637925,manhattan,32,0.8401351713351486,0.8262846252690698,0.8319741775646423,0.8296354763383859,0.8325625672892124,0.8321184035592918,0.004575686721188572,48,0.8417830067475421,0.8442246879551127,0.8436754624940153,0.8442220716293782,0.8436180250269916,0.843504650770608,0.0008988030646020762
0.20622515678405762,0.012641708412791742,1.1443106651306152,0.09221774471851411,manhattan,33,0.8390484718030456,0.8248985994452875,0.8307595107490588,0.8280914128400543,0.8312243781661912,0.8308044746007276,0.004698550757264323,49,0.8401893541476815,0.8424770007052341,0.8423390494548789,0.8427209692140327,0.8420836034929154,0.8419619954029486,0.0009099985728330804
0.2313833236694336,0.021150611866270295,0.7105533599853515,0.09123291326533761,euclidean,17,0.8358101978898546,0.8271202560724318,0.8298941699657078,0.8313600918051609,0.8297854370852883,0.8307940305636887,0.0028567810166784387,50,0.8503769886875863,0.8522584081494298,0.8518374982658474,0.8527057022775223,0.8517681528574583,0.8517893500475688,0.0007819525682835057
0.23659234046936034,0.023978712864882717,1.1784578323364259,0.16041420405959142,manhattan,34,0.837713590275425,0.8237085059426017,0.8296292344936839,0.8268724462904578,0.8301058985582955,0.8296059351120928,0.004652659680298944,51,0.8386504939463416,0.8408788851982296,0.8409324047946682,0.8412705661408082,0.8407109363186878,0.8404886572797471,0.0009368909823236112
0.194974946975708,0.00467991819177171,0.6835171699523925,0.044434691325274736,euclidean,18,0.8344195578771156,0.8250317599582981,0.8281489618624405,0.8292161549511066,0.828045907168315,0.8289724683634552,0.003059281898186541,52,0.8477675969347942,0.8497881317876805,0.8493938364200595,0.8499438589479469,0.8491335158905766,0.8492053879962116,0.0007736732149122582
0.19490880966186525,0.005461870772661471,1.1579797267913818,0.07629797780079176,manhattan,35,0.8364832832252815,0.8224195386158213,0.8283676016512243,0.8254405159594278,0.8288063677946919,0.8283034614492892,0.004690064345675264,53,0.8371320051878121,0.8393193547891891,0.8396466830233293,0.8398073311576839,0.8392570955335896,0.8390324939383209,0.0009718223565881207
0.21139798164367676,0.01887463434346402,0.7478540897369385,0.055026861288653424,euclidean,19,0.8333488831968507,0.8230993501730379,0.8263372546356248,0.8276956253426586,0.826599414169876,0.8274161055036096,0.0033388999090061904,54,0.8453922664030975,0.8474982974997425,0.8468943050400396,0.8473703777000868,0.8467181764949692,0.8467746846275871,0.0007492727387141973
0.2013824462890625,0.011959294922320235,1.1807416439056397,0.12835901077884912,manhattan,36,0.8351990571120815,0.8213760662992117,0.8271161552853493,0.8240817306214074,0.8272009091343521,0.8269947836904803,0.0046351523048379795,55,0.8355860909116732,0.8378078387654232,0.8382839616533222,0.838272565772504,0.8377144517797115,0.8375329817765269,0.001000981221453078
0.19807882308959962,0.007153131877396929,1.1788534641265869,0.10169346383574629,manhattan,37,0.8338922872659187,0.8202690525388696,0.8257572082970971,0.8230250084309704,0.8257665586675913,0.8257420230400895,0.0045555068660527364,56,0.8341169797839774,0.8364384050055613,0.8368740680260229,0.8368281558115664,0.8362523548380107,0.8361019926930278,0.0010197520740170343
0.20968317985534668,0.009580116433106958,0.7073378086090087,0.06003348025884652,euclidean,20,0.8320258575595016,0.8210680578728023,0.8246120621246864,0.8257057143043403,0.8250215785770344,0.825686654087673,0.0035528683698355015,57,0.842998594149726,0.8452532565210015,0.8443516901875561,0.8451087912537687,0.844407251557179,0.8444239167338463,0.0007992366935399378
0.19539899826049806,0.006389387972451851,1.186331558227539,0.06868617325576666,manhattan,38,0.8326535201407066,0.8190960321328328,0.8243658520647887,0.8220048078268894,0.8244978434814615,0.8245236111293359,0.004514951965790715,58,0.8327668195624345,0.8351827623527432,0.8355051581754371,0.8354738141433722,0.8348049353195509,0.8347466979107077,0.0010215108473565296
0.20504956245422362,0.009869704176799042,0.7520408630371094,0.048217818150865524,euclidean,21,0.8307995978045131,0.81943874456254,0.8230470658995328,0.8240435460790011,0.8234182036822946,0.8241494316055762,0.0036925979759864845,59,0.8406296776918298,0.8431453103046853,0.8422242916171108,0.8427728011799901,0.842003796829651,0.8421551755246535,0.000862167560772908
0.1941169261932373,0.008573001347620545,1.1826922416687011,0.0599933432640447,manhattan,39,0.8316629737809704,0.8179855885996554,0.8230453427200745,0.8209007523145719,0.8234629065352029,0.823411512790095,0.004559997846644231,60,0.8315771608995288,0.8339622778023277,0.8340636654331799,0.8341429859891427,0.8335272015288633,0.8334546583306084,0.0009625612981912243
0.2210226058959961,0.010822902079207745,0.7749697208404541,0.055948624496677035,euclidean,22,0.8293737211203788,0.8172866105717173,0.8214783378172401,0.8227371664557122,0.8218696213932597,0.8225490914716616,0.003896481495912809,61,0.8385619967857978,0.8408063710560878,0.8399820891313612,0.8406268152897315,0.8398948476672257,0.8399744239860409,0.000789821762354808
0.2006075859069824,0.011393622642950319,1.2436713695526123,0.10522147975307035,manhattan,40,0.8304861157307418,0.8166238092169364,0.8215971574386963,0.8198820115971664,0.822225650702743,0.8221629489372569,0.004593123142134539,62,0.8301987752868661,0.832649824552042,0.8326688499808524,0.8328657724345963,0.8321865218811064,0.8321139488270927,0.000983206321906673
0.20056357383728027,0.010537909898273048,0.79258713722229,0.0629623870986902,euclidean,23,0.8277254809664861,0.8157151738753798,0.8199815079864066,0.8209495320355376,0.8205762101216036,0.8209895809970827,0.003856952410340261,63,0.8362819257767986,0.838465519591834,0.8380240247360454,0.8386389349843443,0.837938055137788,0.8378696920453621,0.0008362103778016991
0.19618964195251465,0.012215987891726338,1.2310288429260254,0.07781021370523665,manhattan,41,0.8293206300241192,0.8153459517196049,0.8201880814025805,0.8189254593696046,0.8211631395585297,0.8209886524148878,0.0046084714877804535,64,0.8289456839222272,0.8313821554133419,0.8312699095572518,0.831574061568863,0.8309033154735662,0.8308150251870501,0.0009598879780272229
0.2036956787109375,0.016233347134971626,1.27051100730896,0.04647126236876453,manhattan,42,0.8286031286743927,0.8141544503215676,0.8190308182680255,0.8180571925793693,0.8201387607231055,0.819996870113292,0.004752205666672097,65,0.8277864199565402,0.8302151053671883,0.8300846324157545,0.830415509718996,0.8295910752491366,0.8296185485415231,0.0009555847713490664
0.20719385147094727,0.005448402568116869,0.7851862907409668,0.09070432419748606,euclidean,24,0.8260352415895222,0.8139694674413377,0.8182131521384892,0.8195092811092544,0.818850454572384,0.8193155193701976,0.003878246519296681,66,0.8342137473824506,0.836327386104754,0.8359886429230561,0.8365359402951945,0.8358765591282384,0.8357884551667387,0.0008217934807385111
0.202644681930542,0.02244332981382409,1.2255910873413085,0.06630470023467168,manhattan,43,0.8274790785632132,0.8129750755487305,0.817687673282784,0.8170821466189463,0.8190641432211689,0.8188576234469686,0.00476440153360612,67,0.8265081519484622,0.8288828555392518,0.8287510927221402,0.8290691555373272,0.8282877473303772,0.8282998006155117,0.0009322740834269032
0.19813966751098633,0.007621282159716545,1.325151014328003,0.12410232875505832,manhattan,44,0.8265106714382943,0.8119321501069245,0.8163754125369809,0.8159519205176318,0.8181169425804771,0.8177774194360616,0.004813526974610268,68,0.8253168183974958,0.8276693191958023,0.8274586711100155,0.8278485525068336,0.8270634619901149,0.8270713646400523,0.000915431253763469
0.2123741626739502,0.016064302654696452,0.8679343223571777,0.025353564140705,euclidean,25,0.8244463059701422,0.8124532554626587,0.8165647379843848,0.817615084380638,0.8172129475191696,0.8176584662633987,0.003861750842612994,69,0.8321110134816382,0.8344612831072971,0.8339281893345782,0.8344301376623768,0.8337158998327068,0.8337293046837194,0.0008585523263806892
0.19952964782714844,0.0055183668279712265,1.3431979656219482,0.1358254469504016,manhattan,45,0.8254960248369425,0.8108566830059697,0.8151218834377136,0.8149070618450731,0.817129198891327,0.8167021704034052,0.004845692389565183,70,0.8241560935642624,0.8264933022707286,0.8263846762586808,0.8266398496688432,0.825881972669354,0.8259111788863738,0.0009138058870922429
0.2032144546508789,0.008675702268807747,0.8249648094177247,0.06383937988410887,euclidean,26,0.8228564715798092,0.8110300099321859,0.8150676280112312,0.8158149560953225,0.8157157778374421,0.8160969686911983,0.003811806138127366,71,0.830066536194824,0.8326236869756023,0.8319492468019786,0.8324801015628382,0.8315987331293555,0.8317436609329196,0.0009157300521583603
0.19878706932067872,0.010602388639600129,1.300203800201416,0.11894192711294047,manhattan,46,0.8245404111044752,0.8097533230894569,0.8139368025287943,0.8137659430118603,0.8161606475607294,0.8156314254590631,0.00491027413424617,72,0.8228697069920183,0.8253950868418143,0.8252140792682032,0.8254377308476539,0.8247022002543096,0.8247237608408,0.0009632055298479049
0.009837865829467773,0.0017725914913913573,41.75822486877441,9.704817736408389,cosine,2,0.8258981897549325,0.8169399180786052,0.808197940483675,0.8103995512409943,0.8146142471168286,0.8152099693350072,0.006162699639163625,73,0.9485967244397635,0.9486218819571645,0.9498013960731574,0.9492719963023875,0.9492535924433139,0.9491091182431572,0.00045312189502242094
0.20029373168945314,0.008987386088682022,1.348714828491211,0.10639745686808086,manhattan,47,0.823481348115028,0.8087702380737742,0.8127959821420782,0.8127576822894061,0.8148900659519923,0.8145390633144558,0.004890371259802921,74,0.8216080405405969,0.8242982651518389,0.8240749778804779,0.8243159825264262,0.823451427319633,0.8235497386837946,0.0010201131816702576
0.20007052421569824,0.006782642583576891,0.8594681262969971,0.10024635389152341,euclidean,27,0.821579272449409,0.8092479365276937,0.813245814743578,0.8139916515592205,0.8142636365475007,0.8144656623654803,0.003989527296327725,75,0.8279081087127403,0.8307927077204851,0.8300478953183869,0.8302682096212508,0.8295417954621933,0.8297117433670114,0.0009872301673309084
0.014943695068359375,0.003993600564213008,46.825345039367676,4.569979917679198,cosine,3,0.8259066354743546,0.8119302611297872,0.8096590840302935,0.8079027389718604,0.8142416509220187,0.8139280741056629,0.006357742670289261,76,0.9172897172992903,0.9180820237195503,0.9189910093269013,0.9188388101326724,0.9188961109556961,0.9184195342868222,0.0006511376330696265
0.19556336402893065,0.009655229527761731,1.3291270732879639,0.10652960220106462,manhattan,48,0.8224787019506208,0.807847516836383,0.8116499990932712,0.8118163791014475,0.813985778667745,0.8135556751298936,0.004879451191099013,77,0.8204203721686208,0.8232128226911507,0.8228001713779336,0.8232121209671207,0.8223819399172558,0.8224054854244164,0.0010391785594553356
0.21249699592590332,0.0156632396549917,0.850420618057251,0.07550460517321897,euclidean,28,0.8204757164133388,0.8074652943984038,0.8116032578324397,0.8124355231261965,0.8128881854934783,0.8129735954527714,0.004214210277050765,78,0.8258479315173918,0.8289665587851525,0.8281407699954882,0.8282033611306745,0.8277914741603662,0.8277900191178146,0.001044014343911836
0.20490798950195313,0.018668385096834952,1.4100866317749023,0.09996302908675381,manhattan,49,0.8214875940050969,0.8068126335042188,0.8105442687322414,0.8108638493203458,0.8129029074124632,0.8125222505948733,0.00489458305546377,79,0.8193005598125369,0.8220938310136552,0.8216013099261188,0.822154559288478,0.8212251424060061,0.8212750804893589,0.0010441730450371394
0.19956560134887696,0.00726934419273437,1.3823030948638917,0.15251786410175108,manhattan,50,0.82054569569591,0.8059191916589732,0.8096122317136143,0.8099684103178201,0.8117370239420654,0.8115565106656766,0.004876877720270587,80,0.8181318880728872,0.8210109292209157,0.8205414622358906,0.8210447339362664,0.8200028164764902,0.8201463659884901,0.0010760449183943321
